program_id,focus_sectors,location,program_name,program_type,pogram_description,program_objectives,program_eligibility,funding,organizations,org_category,further_info,update_date
6286,Residential,Newfoundland and Labrador,takeCHARGE DUCT INSULATION REBATE Electric,"Financial Incentive,Rebate",,"Receive a rebate of 50% of the cost of duct insulation up to $500.<br><br>Ducts must be used for your primary heating system and run through an unheated area of your home such as a basement, crawl space or attic to qualify.<br><br>Limited Availability<br><br><strong>Benefits</strong><br><br>
Installing insulation to your uninsulated heating ducts can save you up to 5% on your heating costs.
Insulating your ducts can increase the comfort of your home.
Exposed ducts running through an unheated area of your home such as your basement, crawl space or attic can cause unwanted heat loss. By insulating these ducts, you can save energy and money while increasing the lifespan of your equipment.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6306,Residential,Quebec,Efficient heat pump,"Financial Incentive,Rebate",,"A heat pump is an efficient electrical device that heats and cools your home. When you optimize its use, it consumes even less energy.Opt for an efficient heat pump and get financial assistance of up to $2,800.*
*Some conditions apply.",,,Hydro-Québec,Utility company,,2022-11-11 00:00:00.0
6331,Commercial/Institutional,Quebec,Innovative Projects Program,"Financial Incentive,Rebate",,"The Innovative Projects Program promotes the development of high-performance energy-efficient real-estate projects.
Hydro-Québec is offering real estate promoters and building contractors financial assistance to develop projects that optimize building energy consumption through the use of high-performance technologies and innovative electromechanical systems.",,,Hydro-Québec,Utility company,,
6332,Commercial/Institutional,Quebec,Electricity Management Systems Program,"Financial Incentive,Rebate",,"Optimizing your plants electricity use without buying new equipment is possible!
An electricity management system (EMS) will help you determine the steps to take to manage your energy use and keep you informed about the resulting recurrent savings, in addition to letting you access financial assistance from Hydro-Québec.",,,Hydro-Québec,Utility company,,
6333,Agriculture,Quebec,Efficient Farming Products Programs,"Financial Incentive,Rebate",,"Taking your farming business to the next level depends on the energy efficiency of your facilities. Whatever the nature of your farming activities, Hydro-Québec provides efficient, cost-effective and sustainable solutions to optimize your electricity consumption and lower your operating costs.
Is it time to replace some of your farming equipment or buy new equipment? Take advantage of our offers and rebate programs to purchase and install efficient farming products.",,,Hydro-Québec,Utility company,,
6366,Residential,Ontario,High-Rise Retrofit Improvement Support Program (Hi-RIS),"Financial Incentive,Retrofit",,"The City of Toronto High-Rise Retrofit Improvement Support Program (Hi-RIS) helps apartment building owners undertake building improvements that reduce energy and water consumption. Hi-RIS makes low-cost financing available to undertake a variety of building improvements. This program provides financing with up to 20 year terms at competitive fixed rates to residential apartment buildings in Toronto with three-storeys or more. Qualifying improvements include those to the building envelope, mechanical system, water fixtures and lighting, as well as renewable energy sources and any measures that provides energy efficiency or water conservation benefits",,,City of Toronto,Municipal government,,
6406,Residential,Ontario,Low-income Energy Assistance Program (LEAP),Financial Incentive,,"The Low-Income Energy Assistance Program (LEAP) pays up to $1,000 of the amount owing on your bill (and up to $1,200 if your home is electrically heated).",,,Hydro One,Utility company,,2022-12-08 00:00:00.0
6407,Residential,Ontario,SAVE ON ENERGY- First Nations energy programs,"Financial Incentive,Rebate,Retrofit",,"As an on-reserve First Nations customer, learn how Save on Energy programs can help you improve energy efficiency within your community.",,,Independent Electricity System Operator Save on Energy,Utility company,,2022-12-08 00:00:00.0
6426,Residential,Ontario,Home Efficiency Rebate Plus,"Rebate,Retrofit",,"Enbridge Gas and the Canada's Greener Homes Grant have partnered to provide rebates towards eligible retrofits such as home insulation, windows and doors, heat pumps and renewable energy systems. The new, co-ordinated Home Efficiency Rebate Plus program will help more Ontarians save energy at home. Enbridge Gas customers who use natural gas to heat their homes will benefit from enhanced rebates up to $10,000. Participants can also offset the cost of their EnerGuide home evaluation with an additional rebate of $600.",,,Enbridge Gas Inc.,Utility company,,2023-01-25 00:00:00.0
6427,Residential,Nova Scotia,Efficiency Nova Scotia provincial Home Energy Assessment (HEA) program,"Financial Incentive,Rebate,Retrofit",,"In Nova Scotia, the federal Canada Greener Homes Grant initiative is co-delivered with Efficiency Nova Scotia provincial Home Energy Assessment (HEA) program. Anyone who enrolls in HEA and meets Greener Homes eligibility will automatically be considered for federal rebates and has the option to apply for an interest-free loan.",,,Efficiency Nova Scotia,Provincial government,,
6446,Residential,Canada,Canada Greener Homes Loan,"Advice,Financial Incentive,Retrofit",,The Canada Greener Homes Loan helps Canadians make their homes more energy-efficient and comfortable. It offers interest-free financing in addition to the Canada Greener Homes Grant to help you complete some of the more major retrofits recommended by your energy advisor.,,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Greener Homes Division (GHD)",Federal government,,
6466,Residential,Canada,Canada Greener Homes Initiative,"Financial Incentive,Rebate,Retrofit",,"Energy efficiency starts at home. Our Greener Homes Initiative helps homeowners undertake energy efficiency retrofits to make their homes more efficient, comfortable, and affordable to maintain. The Oil to Heat Pump Affordability program provides grants, and the Canada Greener Homes Loan provides interest-free loans to help homeowners with the costs of eligible retrofits. Implementing energy efficient retrofits in homes and residential buildings allows homeowners to save on energy bills and reduce greenhouse gas emissions.",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Greener Homes Division (GHD)",Federal government,,
6486,Residential,Canada,The Project Accelerator,"Financial Incentive,Rebate",,"The Project Accelerator is a new program from Indigenous Clean Energy designed to support the start-up and development of Indigenous energy efficiency housing projects. The program is open to all First Nation, Inuit, and Métis communities and housing organizations who are committed to making improvements to housing. Over 18 months, participating communities will move through capacity-building training, gain access to a national network of experts and mentors, and complete the program with a concrete energy efficiency project underway.",,,Indigenous Clean Energy Social Enterprise,Federal government,,2023-03-08 00:00:00.0
6506,Industrial,Ontario,SAVE ON ENERGY Strategic Energy Management program SEM,"Energy Management and Monitoring,Financial Incentive,Training/Technical Assistance",,"The SEM Program for Ontario organizations is a transformational new program, designed to help organizations improve their energy performance by implementing an integrated system of organizational practices, policies, and processes to achieve persistent energy savings. The SEM program will provide organizations with knowledge, expertise, and training in energy management that can help increase their profitability through reduced energy costs and productivity, build organizational skills, and help your organization achieve its carbon reduction and environmental goals.",,,Independent Electricity System Operator Save on Energy,Utility company,,
6526,Industrial,Canada,Green Industrial Facilities and Manufacturing Program,Financial Incentive,,"The Green Industrial Facilities Manufacturing Program (GIFMP) provides financial assistance to support the implementation of energy efficiency and energy management solutions designed to maximize energy performance, reduce greenhouse gas (GHG) emissions, and increase competitiveness for industry in Canada",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE)",Federal government,,
6566,Industrial,Canada,Clean Growth Hub,Advice,,"The Clean Growth Hub is your main source of information, resources and advice on federal supports for clean technology in Canada. Get advice from our team of experts from across government who can help you find and understand what programs and services may be right for you.",,,Government of Canada,Federal government,,
6586,Industrial,Canada,Clean tech funding options and benefits,"Advice,Financial Incentive,Rebate",,"Clean tech supports offered by federal, provincial and territorial governments. Includes funding, loans, wage subsidies, collaboration opportunities, tax credits and more.",,,Government of Canada,Federal government,,2024-01-03 00:00:00.0
6606,Residential,Prince Edward Island,Residential Home Heating Loan Program,Financial Incentive,,"The Residential Home Heating Loan Program (RHHP) will provide Prince Edward Island homeowners, who are approved applicants, with financing to upgrade the current heating system of their personal year-round residence to a cleaner, more efficient heat source while reducing their carbon footprint.",,,"Government of Prince Edward Island, Department of Environment, Energy and Climate Action",Provincial government,,2024-01-11 00:00:00.0
6626,Agriculture,Canada,AGPAL Program and Service Finder,"Advice,Financial Incentive,Rebate,Research and Development",,AgPal helps farmers and agri-businesses find relevant resources by gathering agricultural information and presenting it all in one place.,,,Government of Canada,Federal government,,
6627,Residential,Saskatchewan,Home Efficiency Retrofit Rebate,"New Construction,Rebate,Retrofit",,"SaskEnergy, in collaboration with SaskPower, is offering the Home Efficiency Retrofit Rebate (HERR) to eligible Saskatchewan homeowners to improve the building envelope of their homes with high performance windows, doors, insulation and air sealing retrofits.",,,SaskPower - Residential Programs,Utility company,,
6628,Industrial,Saskatchewan,Hydronic Additive Rebate for Boilers,"New Construction,Retrofit",,"The Hydronic Additive Rebate is available to support the investment in energy efficient products that can help you reduce your natural gas consumption, lower greenhouse emissions and save you money over the long-term.",,,SaskEnergy,Utility company,,2024-01-26 00:00:00.0
6629,Residential,Saskatchewan,City of Saskatoon Rebate Program,"Financial Incentive,Rebate",,Saskatoon Land offers a Rebate Program to encourage homebuilders and lot purchasers to improve the curb appeal of newly built homes in our communities. The rebates are part of our commitment to building environmentally sustainable communities and encouraging environmentally friendly household practices.,,,City of Saskatoon,Municipal government,,2024-01-26 00:00:00.0
6630,Residential,Saskatchewan,First Nations Furnace Replacement Rebate,"Financial Incentive,Rebate",,"SaskEnergy is working with First Nation communities in Saskatchewan to increase the energy efficiency of their home heating equipment. Through the First Nations Furnace Replacement Rebate program, participants can replace their standard or mid-efficient furnace with a more efficient model.",,,SaskEnergy,Utility company,,2024-01-26 00:00:00.0
6631,Transportation,Saskatchewan,Electric Vehicle Resources,Awareness/Information,,"There are more than 250,000 electric vehicles (EVs) in Canada, with about 2,000* in Saskatchewan. As interest in EVs grows globally, so does local demand.
More than ever, people are asking themselves, Do I get a gas, diesel or electric-powered vehicle? Let us help you make an informed decision!",,,SaskPower - Residential Programs,Utility company,,
6646,Transportation,Northwest Territories,ELECTRIC VEHICLES,"Financial Incentive,Rebate",,"The Arctic Energy Alliance (AEA) provides rebates to reduce the cost of purchasing and using several types of electric vehicles (EVs) in the Northwest Territories (NWT), including passenger EVs, e-bikes and on-the-land EVs. Switching to an electric vehicle can help consumers reduce the amount of greenhouse gas emissions released to the atmosphere from vehicles that use fossil fuels.",,,Arctic Energy Alliance,Other organization,,
6648,Transportation,Canada,Zero Emission Vehicles Incentives,"Financial Incentive,Rebate",,Save money with incentives for buying a ZEV. We are making it more affordable to switch to zero-emission vehicles (ZEVs) and reduce your greenhouse gas emissions through incentives for the purchase of ZEVs.,,,Government of Canada,Federal government,,
6649,Transportation,Yukon,Clean-energy rebates,"Financial Incentive,Rebate",,"These programs offer rebates for new electric motorcycles, Level 2 electric chargers, zero-emission snowmobiles, zero-emission vehicles and used zero-emission vehicles.",,,Government of Yukon,Provincial government,,
6650,Transportation,Quebec,Financial assistance for a new electric vehicle,"Financial Incentive,Rebate",,"You can obtain up to $7,000 in Québec government financial assistance when you purchase an eligible new electric vehicle under the Roulez vert program.",,,Government of Quebec,Provincial government,,
6666,Commercial/Institutional,Quebec,Grants for a boiler,"Financial Incentive,Rebate",,"Multiply your savings! Take advantage of Énergir ’s grants for natural gas boilers the most effective hot-water heating solution. With its precision, reliability, speed and energy performance, the natural gas hot water boiler helps you improve your building’s performance while reducing your energy bill.",,,Énergir,Utility company,,
6667,Commercial/Institutional,Quebec,Attractive grants to switch to dual energy,"Financial Incentive,Rebate",,"The Government of Québec and Énergir are helping customers convert to dual energy by offering grants¹ that offset the cost of buying and installing new dual-energy heating appliances. These grants are offered under the Government of Québec’s ÉcoPerformance program. The program aims to reduce greenhouse gas (GHG) emissions and energy consumption by businesses, by funding projects and measures that focus on energy consumption and production, or process improvements.",,,Énergir,Utility company,,
6668,Commercial/Institutional,Quebec,Grants for an infrared heating system,"Financial Incentive,Rebate",,"Multiply your savings by taking advantage of grants for a new natural gas infrared heating system, the ideal solution for areas with high ceilings or frequent air exchange. Suspended from the ceiling, the infrared heating unit transfers heat directly to people and objects without wasting energy on heating the surrounding air.",,,Énergir,Utility company,,
6669,Commercial/Institutional,Quebec,Variable-speed hood grant,"Financial Incentive,Rebate",,"Thanks to its control system, a variable-speed hood vents only the air volume required to remove kitchen fumes and grease. Énergir offers a grant for the installation of this system in existing buildings. Receive a fixed amount of $3,350 in addition to the variable amount of $0.45 per CFM (cubic feet per minute) of the exhaust system.",,,Énergir,Utility company,,
6671,Commercial/Institutional,Quebec,Smart thermostat grant,"Financial Incentive,Rebate",,Énergir will pay you an incentive of up to $100 when you buy and install a smart thermostat and ask for the grant (the grant may not exceed 75% of the cost of the device),,,Énergir,Utility company,,
6686,Residential,Quebec,Supplement for low-income households,Financial Incentive,,Énergir offers supplementary financial assistance to low-income households of up to double the amount of the usual energy efficiency program grant.,,,Énergir,Utility company,,
6687,Commercial/Institutional,Quebec,Feasibility Study and Implementation,Financial Incentive,,The Feasibility Studies grant helps companies conduct feasibility studies with a consulting engineering firm to assess different energy efficiency scenarios. The Implementation of Energy Efficiency Measures grant helps companies implement the energy efficiency measures identified through feasibility studies.,,,Énergir,Utility company,,
6688,Commercial/Institutional,Quebec,Recommissioning,"Financial Incentive,Rebate,Retrofit",,"The program aims to encourage the process of recommissioning existing mechanical systems in buildings in order to reduce annual energy consumption. By realizing the process, you will reduce your annual energy consumption by 10% to 15%. You will be saving while reducing greenhouse gas emissions.",,,Énergir,Utility company,,
6689,Commercial/Institutional,Quebec,Energy management system grant,"Advice,Financial Incentive,Rebate,Retrofit",,"To help you set up an energy management system (EMS), we provide technical and financial support throughout the process, offering grants of up to $350,000. This financial assistance is spread over several key phases of the EMS implementation.",,,Énergir,Utility company,,
6690,Commercial/Institutional,Quebec,Energy efficient renovations,"Financial Incentive,Rebate,Retrofit",,"This grant aims to encourage making renovations that will improve the thermal envelope of buildings. The goal? To make buildings more energy efficient and thus reduce energy costs.
The work may include replacing windows, insulating walls and roofs, installing thermal screens for greenhouses, etc.",,,Énergir,Utility company,,
6707,"Commercial/Institutional,Industrial",New Brunswick,New Construction Commercial and Industrial Energy Efficiency Program,"Financial Incentive,New Construction,Retrofit",,This program encourages the adoption of new construction practices that use less energy and lower greenhouse gas emissions. This will help the construction and design industry prepare for the low carbon economy and the transition to net-zero energy ready construction codes.,,,NB Power,Utility company,,
6726,Transportation,Quebec,Fuel Savings Transportation Program,"Financial Incentive,Rebate",,"Are you an owner or operator of a commercial transportation business in New Brunswick?
This new program offers rebates to commercial transportation businesses that take measures to reduce fuel costs and enhance sustainability. Get up to $250,000 in rebates",,,Énergir,Utility company,,
6727,Commercial/Institutional,Quebec,Solar Preheating,"Financial Incentive,Rebate",,"The grant provided by Énergir for the solar air or water preheating program can reach up to $200,000. Énergir will pay $3 per cubic metre of natural gas saved toward the purchase and installation of a solar thermal collector connected to a natural gas equipment.¹",,,Énergir,Utility company,,
6728,Commercial/Institutional,Quebec,Innovation Program,"Financial Incentive,Rebate",,"The Innovation Program aims to identify and develop energy innovations that make a more efficient use of natural gas, have good market potential, and save energy.
The program targets new technologies as well as new approaches to energy efficiency and helps participants to develop and demonstrate their solution",,,Énergir,Utility company,,
6729,Commercial/Institutional,British Columbia,Energy Wise Network,"Advice,Training/Technical Assistance",,"Get coaching and funding to start saving energy at work
If you¿re wondering how to motivate your employees to save energy at work, our Energy Wise Network is here to help. We¿ve built a community of leaders who are passionate about sustainability and helping others save electricity, reduce greenhouse gas emissions (GHGs) and implement sustainable practices.",,,BC Hydro - Business Customers - Commercial,Utility company,,
6730,Industrial,British Columbia,Industrial project incentives,Financial Incentive,,"Get funding for energy efficiency upgrades at your facility
Set goals for energy savings at your business and get funding for making energy efficiency upgrades to help you get there.",,,BC Hydro - Business Customers - Industrial,Utility company,,
6731,Commercial/Institutional,British Columbia,Build energy-efficient homes,"Advice,Awareness/Information,New Construction",,Build to a higher standard. It will set your development apart and future-proof your homes for evolving provincial and national energy-efficiency standards.,,,BC Hydro - Business Customers - Commercial,Utility company,,
6733,Commercial/Institutional,British Columbia,Special offer for commercial customers on Haida Gwaii,"Advice,Energy Management and Monitoring,Rebate,Retrofit",,"Get free energy-efficient upgrades and save! Through our Commercial Building Energy Efficiency Program (CBEEP), we’re offering free energy-efficient upgrades to help commercial customers lower their electricity use and save money. For a limited time, sign up for an assessment and find out if your business or community building is eligible for free energy-efficient upgrades.",,,BC Hydro - Business Customers - Commercial,Utility company,,
6734,Commercial/Institutional,British Columbia,Demand response for business,"Advice,Awareness/Information,Energy Management and Monitoring,Rebate",,"Join our demand-response program for business to earn rewards for shifting some of your electricity use out of periods of peak demand on our system.
By helping us reduce peaks on our system, we can make our electrical grid operate more efficiently and limit the need for costly new infrastructure.",,,BC Hydro - Business Customers - Commercial,Utility company,,
6735,Industrial,British Columbia,Facilities electrification fund,"Capital Funds to Reduce Operating Cost,Financial Incentive,Rebate",,"You can receive funding for up to 50% of costs to switch existing or planned operations from carbon-based fuels to our clean electricity, to a maximum of $15 million per project.
The remaining 50% of costs could be funded through a combination of customer contributions, or other electrification incentives and programs  offered by the Government of B.C. and BC Hydro.",,,BC Hydro - Business Customers - Industrial,Utility company,,
6746,Commercial/Institutional,Newfoundland and Labrador,Isolated System Business Efficiency Program,Financial Incentive,,"The Isolated Systems Business Efficiency Program targets Newfoundland and Labrador Hydro¿s (Hydro) commercial customers in isolated systems, providing support and financial incentives for a wide range of energy saving projects.
Incentives paid to the customer will typically be up to 80% of eligible project costs.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6747,Commercial/Institutional,Newfoundland and Labrador,Rooftop Air Source Heat Pumps,"Financial Incentive,Rebate",,"Get back $300 per ton with a takeCHARGE rebate ¿ Roof top heat pumps are five tones on average. For a five ton system, you¿d get $1,500 back when you upgrade.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6748,Commercial/Institutional,Newfoundland and Labrador,TAKE CHARGES ECM MOTORS PROGRAM,"Financial Incentive,Rebate",,"Get FREE upgrades to ECM motors for the evaporator fans in your coolers, freezers and cold storage areas.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6806,Residential,British Columbia,CleanBC Income Qualified Program,"Financial Incentive,Rebate",,"Based on your household income, the CleanBC Income Qualified Program offers enhanced rebates to make energy-saving home upgrades more affordable.",,,EfficiencyBC,Provincial government,,
6807,Residential,British Columbia,Combined Space and Hot Water Air-to-Water Heat Pump Rebate,"Financial Incentive,Rebate",,"Air-to-water heat pumps use a hydronic distribution system to heat and cool the home with a series of radiators or in-floor heating. A combination air-to-water heat pump also provides domestic hot water heating. 
Rebate available when installing an eligible air to water heat pump combined with domestic hot water.",,,EfficiencyBC,Provincial government,,
6808,Residential,British Columbia,Electric Heat Pump Water Heater Rebate,"Energy Star,Financial Incentive,Rebate",,"The CleanBC Better Homes and Home Renovation Rebate Program is offering a $1,000 rebate for upgrading your current water heater to a qualified electric heat pump water heater. An ENERGY STAR certified heat pump water heater is the most efficient way to heat hot water with electricity and is the most climate-friendly form of water heating available in BC.",,,EfficiencyBC,Provincial government,,
6810,Residential,British Columbia,CleanBC Better Homes,"Financial Incentive,New Construction,Rebate,Retrofit",,"CleanBC Better Homes is BCd’s online hub for homeowners to access information, rebates and support to reduce energy use and greenhouse gas emissions in new and existing homes.
British Columbians have access to support and resources for their residential renovation or residential new construction projects. Helping British Columbians find rebates to save energy and lower greenhouse gas emissions in their homes.
Our overview guides you step-by-step in getting rebates for your home renovation or construction project.",,,EfficiencyBC,Provincial government,,
6826,Commercial/Institutional,Northwest Territories,BUILDING IMPROVEMENTS,"Financial Incentive,Rebate",,"Arctic Energy Alliance (AEA) has energy experts and money available to help your business, non -profit, or community government conserve energy and improve its energy efficiency. If you are interested in saving money by reducing the amount of heating fuel, electricity and water used, or want to reduce your greenhouse gas emissions, this program is for you.",,,Arctic Energy Alliance,Other organization,,
6827,Commercial/Institutional,,RENEWABLE ENERGY,"Financial Incentive,Rebate",,"The AEA provides funding for renewable energy sources such as solar, wind, wood pellet heating, biofuels/synthetic gas and ground source heat pumps. This funding is available to communities, commercial businesses, non-profit organizations and Northwest Territories (NWT)  residents.
Residents are eligible for up to $20,000 in rebate funding.",,,Arctic Energy Alliance,Other organization,,
6828,Transportation,Northwest Territories,ELECTRIC TRANSPORTATION,"Financial Incentive,Rebate",,The Arctic Energy Alliance (AEA) provides rebates to reduce the cost of purchasing and using electric vehicles (EVs) in the Northwest Territories (NWT). Switching to an electric vehicle can help consumers reduce the amount of greenhouse gas emissions released to the atmosphere from vehicles that use fossil fuels.,,,Arctic Energy Alliance,Other organization,,
6846,Transportation,Canada,Green Freight Program,"Energy Management and Monitoring,Financial Incentive,Rebate,Retrofit",,"The Green Freight Program will help fleets reduce their fuel consumption and greenhouse gas emissions through fleet energy assessments, fleet retrofits, engine repowers, logistical best-practice implementation and the purchase of low carbon vehicles. This will be administered through two key funding streams.",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Alternative Fuels",Federal government,,
6866,Transportation,Canada,SmartDriver training series,"Advice,Awareness/Information,Training/Technical Assistance",,"SmartDriver offers a series of free online courses, including in-classroom and on-road instructor resources, to help professional drivers of medium and heavy-duty commercial vehicles reduce fuel consumption, operating costs and harmful vehicle emissions.",,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Alternative Fuels",Federal government,,
6867,Transportation,Canada,SmartWay fuel-efficient freight transportation,"Advice,Awareness/Information,Capital Funds to Reduce Operating Cost",,The SmartWay Transport Partnership is a free and voluntary program that helps businesses move goods efficiently while keeping fuel costs and environmental impact at a minimum.,,,"Natural Resources Canada (NRCan), Office of Energy Efficiency (OEE), Alternative Fuels",Federal government,,
6868,Residential,Newfoundland and Labrador,takeCHARGE Oil to Electric,"Financial Incentive,Rebate",,"This program is delivered through takeCHARGE in partnership with the Federal and Provincial Governments.

Are you a homeowner who uses oil to heat your home? Great news! With the NEW Oil to Electric Incentive Program, qualified homeowners can receive an incentive up to $22,000* to help transition their homes from oil to electricity-based heat.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6886,Transportation,Manitoba,Electric Vehicle Rebate Program Manitoba,"Financial Incentive,Rebate",,"The Manitoba Electric Vehicle Rebate Program provides rebates of $4,000 on the purchase of a new eligible electric vehicle, $1,000 to $4,000 on leasing an eligible electric vehicle, and $2,500 on the purchase of pre-owned eligible electric vehicles.",,,Government of Manitoba,Provincial government,,
6887,Transportation,Newfoundland and Labrador,Electric Vehicle Rebate NL,"Financial Incentive,Rebate",,"The EV Rebate Program makes electric vehicles more affordable for Newfoundlanders and Labradorians.With our EV Rebate Program, now you can save $2,500 on the purchase or lease of a 100% all-electric vehicle and $1,500 for a plug-in hybrid. That means you can save up to $7,500 when you combine our rebate with current federal incentives for the purchase of a new EV.",,,Newfoundland Power and Newfoundland and Labrador Hydro,Utility company,,
6906,Residential,Saskatchewan,Residential Equipment Replacement Rebate,"Financial Incentive,Rebate",,"The Residential Equipment Replacement Rebate encourages homeowners to choose the most energy efficient equipment available. Replacing old equipment with newer, high-efficiency models can help lower your energy bill, increase your comfort and reduce your greenhouse gas emissions.",,,SaskEnergy,Utility company,,
6907,Industrial,Saskatchewan,Commercial Boiler Rebate,"Financial Incentive,Rebate",,The Commercial Boiler Rebate encourages the use of a high-efficiency natural gas condensing boiler to maximize energy cost savings while reducing greenhouse gas emissions.,,,SaskEnergy,Utility company,,
6908,Industrial,Saskatchewan,Commercial Space and Water Heating Rebate,"Financial Incentive,Rebate",,"The Commercial Space and Water Heating Rebate encourages the use of high-efficiency equipment to maximize energy cost savings while reducing greenhouse gas emissions. SaskEnergy, in collaboration with SaskPower, is offering rebates based on the type, efficiency, number of units and size of the equipment installed in commercial buildings.",,,SaskEnergy,Utility company,,
6909,"Industrial,Residential",Saskatchewan,Homes Beyond Code,"Advice,Financial Incentive,Rebate",,"Energy Advisors are the experts that will help guide you and your Home Builder through the process of making your home more efficient. They provide impartial advice to meet energy efficiency requirements, and verify compliance with energy codes and programs. By conducting an energy model they will help determine how much energy your home uses by assessing aspects such as the size, structure, level of insulation, and the types of equipment or appliances installed. This data is assessed using energy simulation software to determine your homes EnerGuide rating. Through this rating you will also see the energy efficiency tier you have achieved. SaskEnergy is offering the Homes Beyond Code program to customers who make efficient choices - beyond the minimum building code - for their new home. Rebates are available for both Homeowners and Home Builders.",,,SaskEnergy,Utility company,,
6926,Agriculture,Alberta,On-Farm Efficiency Program,"Financial Incentive,Rebate",,The intent of the On-Farm Efficiency Program (OFEP) is to support producers in achieving environmental benefits by improving the efficient use of agricultural inputs.,,,Government of Alberta,Provincial government,,
6946,Residential,Ontario,HomeEnergySaver Program,"Financial Incentive,Rebate,Retrofit",,"The HomeEnergySaver program offers incentives to Ontario homeowners with electrically heated homes located in eligible areas to purchase and install a heat pump. Purchase and install a new heat pump to receive up to $5,000 for an air source heat pump or $10,000 for a ground source heat pump.",,,Independent Electricity System Operator Save on Energy,Utility company,,
6966,Residential,British Columbia,Rebate Search Tool for British Columbia,"Advice,Awareness/Information,Rebate",,Helping British Columbians find rebates to save energy and lower greenhouse gas emissions in their homes.,,,BC Hydro - Local Government &amp; District Energy,Utility company,,
6967,Residential,British Columbia,Underground residential development program,"Advice,New Construction,Training/Technical Assistance",,"The underground residential development (URD) program supports developers with the design and construction of underground electrical infrastructure for new developments of fee-simple, strata, public-road access or First Nations reserve residential subdivisions and townhomes.",,,BC Hydro - Builders &amp; Developers,Utility company,,
6968,Commercial/Institutional,British Columbia,Business energy-saving incentives,Financial Incentive,,"Get funding for energy-efficient equipment upgrades by focusing on what uses the most energy in your business, you can make energy-efficient upgrades for the greatest impact on savings.",,,BC Hydro - Business Customers - Small &amp; Medium Business,Utility company,,
6969,Industrial,British Columbia,Strategic energy management: Industrial,Rebate,,"Building strategic energy management into your industrial business practices helps save money by reducing operating and maintenance costs, equipment wear, and gives you a competitive advantage.",,,BC Hydro - Business Customers - Industrial,Utility company,,
6970,Commercial/Institutional,British Columbia,Strategic energy management: Commercial,"Advice,Growth Management",,"Strategic energy management is a long-term approach to energy efficiency, setting out a plan to manage your energy use with the goal of achieving long-term savings.
Regardless of whether you're a large organization with complicated energy needs who require a dedicated energy manager, or a smaller organization that wants to find ways to save on your electricity bill, we have resources and programs to help you strategically manage your energy and realize long-term, sustainable savings.",,,BC Hydro - Business Customers - Commercial,Utility company,,
6972,"Commercial/Institutional,Residential",British Columbia,Multi-unit residential building offers,"Energy Management and Monitoring,Financial Incentive,Growth Management",,"Energy upgrades for apartments and condo buildings
Upgrade and improve the energy efficiency and comfort of your multi-unit residential building and reduce its greenhouse gas emissions. With a range of offers available, take the opportunity to invest in your building at a reduced cost.",,,BC Hydro  - Residential Customers,Utility company,,
6973,Residential,British Columbia,Rebates for home renovations,"Financial Incentive,Rebate",,"Get up to $10,000 in rebates for making energy efficiency upgrades
Renovations that make your home more energy efficient can help you save on your monthly energy bills, and they'll make your home more comfortable. In partnership with CleanBC, our Home Renovation Rebate Program offers several energy savings rebates for homes in B.C.",,,BC Hydro  - Residential Customers,Utility company,,
6974,Residential,British Columbia,Rebates on Energy-Efficient Products,Rebate,,"This program offer deals seasonally on products that help you manage your electricity use and save. Take advantage of the instant discounts while they're here to discover convenience and savings. You can enjoy instant discounts on select smart thermostats, smart water heater controllers, load controllers, and WaterSense® certified showerheads.",,,BC Hydro  - Residential Customers,Utility company,,
6975,Residential,British Columbia,Rebates for solar panels and battery storage,"Financial Incentive,Rebate",,"Save up to $10,000 on eligible solar panels and battery storage
As of July 23, 2024, we're offering rebates up to $5,000 on eligible grid-connected solar panels and up to an additional $5,000 for battery storage systems to qualifying residential customers. You can install solar panels or a battery, or both to maximize the value of your project and your rebate.   
Rebates for self-generation are one of the ways we're helping meet the province's growing need for renewable electricity and providing you with more options for managing your energy use.",,,BC Hydro  - Residential Customers,Utility company,,
6986,Commercial/Institutional,Canada,Tax Incentives for Clean Energy Equipment,Capital Funds to Reduce Operating Cost,,Businesses can also use a federal tax incentive to expense clean energy generation and energy efficiency equipment fully. This means a CCA rate of 100% and the abolishment of the first-year rule as of the beginning of 2023.,,,Government of Canada,Federal government,,
6987,Residential,Yukon,Home Repair Program,Financial Incentive,,"The Home Repair Program is a loan of up to $70,000 offered by the Government of Yukon that can be used for energy efficiency upgrades. The loan can be repaid over 15 years. To access this loan, your household income needs to be less than $119,960 per year.",,,Government of Yukon,Provincial government,,
